date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:30:57	7358/7358	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2003:24:15%20GMT	https://www.swarnatara.com/revolution/js/extensions/revolution.extension.carousel.min.js	E:/html%20websites/swarnatara/www.swarnatara.com/revolution/js/extensions/revolution.extension.carousel.min.js	(from https://www.swarnatara.com/home.html)
09:30:57	47197/47197	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2003:16:20%20GMT	https://www.swarnatara.com/revolution/js/jquery.themepunch.revolution.min.js	E:/html%20websites/swarnatara/www.swarnatara.com/revolution/js/jquery.themepunch.revolution.min.js	(from https://www.swarnatara.com/home.html)
09:30:57	3118/3118	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2003:24:16%20GMT	https://www.swarnatara.com/revolution/js/extensions/revolution.extension.kenburn.min.js	E:/html%20websites/swarnatara/www.swarnatara.com/revolution/js/extensions/revolution.extension.kenburn.min.js	(from https://www.swarnatara.com/home.html)
09:30:58	29934/29934	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2003:24:17%20GMT	https://www.swarnatara.com/revolution/js/extensions/revolution.extension.layeranimation.min.js	E:/html%20websites/swarnatara/www.swarnatara.com/revolution/js/extensions/revolution.extension.layeranimation.min.js	(from https://www.swarnatara.com/home.html)
09:30:58	6074/6074	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2003:24:18%20GMT	https://www.swarnatara.com/revolution/js/extensions/revolution.extension.migration.min.js	E:/html%20websites/swarnatara/www.swarnatara.com/revolution/js/extensions/revolution.extension.migration.min.js	(from https://www.swarnatara.com/home.html)
09:30:58	22951/22951	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2003:24:19%20GMT	https://www.swarnatara.com/revolution/js/extensions/revolution.extension.navigation.min.js	E:/html%20websites/swarnatara/www.swarnatara.com/revolution/js/extensions/revolution.extension.navigation.min.js	(from https://www.swarnatara.com/home.html)
09:30:58	8036/8036	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2003:24:19%20GMT	https://www.swarnatara.com/revolution/js/extensions/revolution.extension.parallax.min.js	E:/html%20websites/swarnatara/www.swarnatara.com/revolution/js/extensions/revolution.extension.parallax.min.js	(from https://www.swarnatara.com/home.html)
09:30:59	28122/28122	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2003:24:20%20GMT	https://www.swarnatara.com/revolution/js/extensions/revolution.extension.slideanims.min.js	E:/html%20websites/swarnatara/www.swarnatara.com/revolution/js/extensions/revolution.extension.slideanims.min.js	(from https://www.swarnatara.com/home.html)
09:30:59	1770/1770	---M--	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202017%2013:45:15%20GMT	https://www.swarnatara.com/js/parallax/jquery.parallax-1.1.3.js	E:/html%20websites/swarnatara/www.swarnatara.com/js/parallax/jquery.parallax-1.1.3.js	(from https://www.swarnatara.com/home.html)
09:30:59	20797/20797	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Nov%202016%2003:24:21%20GMT	https://www.swarnatara.com/revolution/js/extensions/revolution.extension.video.min.js	E:/html%20websites/swarnatara/www.swarnatara.com/revolution/js/extensions/revolution.extension.video.min.js	(from https://www.swarnatara.com/home.html)
09:30:59	1552/1552	---M--	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202017%2013:45:16%20GMT	https://www.swarnatara.com/js/parallax/jquery.localscroll-1.2.7-min.js	E:/html%20websites/swarnatara/www.swarnatara.com/js/parallax/jquery.localscroll-1.2.7-min.js	(from https://www.swarnatara.com/home.html)
09:31:00	2252/2252	---M--	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202017%2013:45:16%20GMT	https://www.swarnatara.com/js/parallax/jquery.scrollTo-1.4.2-min.js	E:/html%20websites/swarnatara/www.swarnatara.com/js/parallax/jquery.scrollTo-1.4.2-min.js	(from https://www.swarnatara.com/home.html)
09:31:00	1326/1326	---M--	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202017%2013:45:19%20GMT	https://www.swarnatara.com/js/retina/retina.js	E:/html%20websites/swarnatara/www.swarnatara.com/js/retina/retina.js	(from https://www.swarnatara.com/home.html)
09:31:00	3221/3221	---M--	200	added ('OK')	application/javascript	date:Fri,%2005%20May%202017%2013:44:54%20GMT	https://www.swarnatara.com/js/fitvids/jquery.fitvids.js	E:/html%20websites/swarnatara/www.swarnatara.com/js/fitvids/jquery.fitvids.js	(from https://www.swarnatara.com/home.html)
